29.14,24.845,25,24.69,85.5,50,0.32,1.01,86,1008.5
31.74714286,28.06285714,32.89,24.69,73.85714286,24,0,3.6,270,1008.428571
32.48411765,29.37764706,33.94,23.94,64.05882353,27.05882353,0.11,4.12,320,1008.411765
31.92761905,28.39952381,33.31,25.27,69.19047619,31.95238095,2.73,4.12,300,1009.47619
29.735,27.23833333,31.83,23.63,64.375,30.625,1.84,3.09,200,1010.166667
30.29714286,27.12333333,31.83,23.16,70.42857143,29.23809524,1,2.57,360,1010.190476
31.4285,27.9385,32.24,24.85,72.4,34.55,1.06,4.63,330,1010.4
31.06666667,27.32375,33,24.08,74.625,24,0,4.63,230,1009.875
30.72652174,26.81217391,30.78,24.53,78.34782609,24,0,3.6,350,1009.782609
31.5347619,27.32857143,32.33,24.81,77.71428571,24,0,2.57,290,1010.190476
31.90166667,27.45125,32.89,24.85,80.25,24.75,0,4.12,330,1009.875
31.57944444,27.04888889,31.83,25,81.27777778,27.5,1.27,4.63,350,1009.333333
31.17916667,27.23916667,33.03,23.74,77.25,27.04166667,1.71,5.14,353,1009
31.36409091,27.32545455,33.74,25,77.68181818,27.40909091,8,4.63,350,1009.5
30.67173913,26.35434783,31.83,23.74,84.86956522,36.82608696,6.59,5.66,323,1010.826087
31.59391304,27.59173913,32.62,23.74,75.56521739,22.2173913,0.88,3.6,358,1010.73913
31.47347826,27.89173913,32.89,23.55,70.52173913,24.26086957,0,3.09,356,1010.73913
30.51782609,27.11652174,33.78,23.56,76.34782609,24.26086957,0,4.12,330,1011.391304
31.57541667,28.08958333,32.89,23.74,70.95833333,28.95833333,0.95,5.66,350,1011.375
32.13478261,28.38913043,33.94,24.81,71.39130435,24,0,3.09,360,1011.391304
32.03043478,27.7773913,33.94,23.93,76.39130435,28.56521739,1.91,4.63,310,1011
31.19681818,28.03363636,33.4,22.85,65.77272727,29.72727273,7.29,2.57,310,1011.045455
31.55652174,28.39173913,34.3,22.67,66.43478261,24.13043478,0,4.12,280,1010.521739
32.40136364,28.50636364,33.94,24.29,71.68181818,24.27272727,0,4.12,240,1009.5
32.58833333,28.185,31.83,24.81,74.5,21.33333333,0,2.57,360,1011.166667
32.74772727,28.12136364,33.94,24.81,78.68181818,30.81818182,18.11,4.63,340,1009.636364
32.93409091,28.77909091,33.04,24.81,74,27.81818182,5.19,5.14,300,1008.590909
32.76304348,28.41043478,33,23.93,77.13043478,28.34782609,7.13,5.14,310,1008.782609
32.53652174,28.64782609,32.89,24.3,72.04347826,33.52173913,3.27,5.14,330,1009.608696
32.63,28.48173913,34,24.64,73.47826087,28.65217391,1.13,3.6,340,1010.826087
32.64136364,28.86727273,34,25.38,71.04545455,24.68181818,0,5.14,330,1011.409091
33.19043478,29.41826087,35,25.71,69.04347826,24.26086957,0,5.14,310,1011.043478
32.82636364,29.37409091,35,25.52,67.72727273,24.54545455,0,5.14,330,1009.545455
32.20863636,28.93545455,33,25.57,68.54545455,21.63636364,0,4.63,310,1009.909091
31.10347826,27.7626087,35,24,72.26086957,24.52173913,0,4.63,320,1010.565217
31.3555,28.9555,33.94,23.56,58.75,24.3,0,2.06,220,1011.15
30.09045455,27.73,32.48,23.55,62,24.27272727,0,3.09,240,1011.227273
30.91545455,28.42681818,33.31,24.53,61.09090909,24.27272727,0,3.09,310,1010.818182
31.86227273,29.06545455,35,24.24,62.04545455,24.54545455,0,3.6,260,1010.409091
31.90478261,28.97869565,34.1,24.44,63.30434783,24,0,5.66,320,1010.173913
32.32727273,29.16318182,33.94,23.93,67.59090909,24,0,5.14,360,1009.318182
31.8025,29.32791667,35,24.8,63.54166667,26.16666667,0.14,5.66,350,1008.916667
29.76625,28.64458333,35.46,22.67,60.58333333,24,0,7.2,350,1008.083333
30.48608696,29.31521739,35.94,24.39,62.82608696,24,0,8.23,340,1008.217391
31.39869565,29.2026087,35,24.62,63.91304348,24,0,6.17,360,1008.347826
32.13043478,28.8026087,33.63,24.29,70.04347826,24.13043478,0,9.77,360,1009.478261
32.99826087,29.01434783,33.04,25.57,72.30434783,21.2173913,0,5.14,350,1011.086957
32.64545455,28.02,35,24.97,80.09090909,23.22727273,0,5.14,350,1010.227273
33.09857143,28.36761905,34.82,24.84,80.0952381,24.14285714,0,6.17,290,1011.095238
33.70772727,29.52363636,35,24.23,70.40909091,22.54545455,0,4.63,260,1010.363636
33.96608696,29.66130435,35,25.19,70.91304348,24.65217391,0,3.6,350,1010.217391
31.64142857,28.09190476,35,23.74,77.52380952,31,1.44,6.69,340,1011.190476
30.09090909,25.75681818,28.18,23.55,86.77272727,47.90909091,9.68,4.12,300,1012.181818
32.48681818,28.62818182,34.79,23.56,71.95454545,21.09090909,0,4.63,300,1011.227273
32.69826087,29.48652174,36.34,24.45,64.82608696,24.13043478,0,3.09,320,1011.086957
32.725,29.52909091,35,24.82,64.63636364,24,0,5.14,350,1010.727273
31.48545455,27.55772727,32.89,24.43,76.77272727,26.5,0.37,6.17,270,1010.818182
30.46227273,26.61454545,32,23.93,80.54545455,33.95454545,3.63,4.63,350,1012.272727
32.05956522,27.45869565,32.85,23.93,80.65217391,27.39130435,1.69,5.66,310,1010.956522
33.28272727,28.37318182,32.8,25,78.45454545,24.40909091,0,5.66,250,1009.318182
33.49809524,28.87333333,34,25.71,77.33333333,27,2.87,5.14,320,1008.952381
31.13695652,26.76347826,32.59,24.79,83.43478261,44.17391304,19.03,4.12,360,1008.956522
31.3055,26.954,32.85,24.62,80.85,30.5,5.08,3.6,360,1008.55
32.65708333,27.79875,33.74,24.8,80.25,33,22.42,3.6,300,1008.458333
31.84545455,27.445,32.31,23.93,80.95454545,28.40909091,4.97,8.75,340,1007.863636
32.03826087,27.2573913,32.89,24,84,24.26086957,4.25,4.63,309,1007.043478
33.61,28.49,33.41,25.71,80.66666667,34.57142857,5.06,4.63,300,1007.714286
32.53545455,28.74318182,35,25.71,72.22727273,26.90909091,0,5.66,330,1009
31.92045455,27.62636364,31.6,25,77.5,36.09090909,3.22,4.63,360,1009.454545
32.1873913,27.23478261,30,25,82.04347826,38.65217391,5.27,2.57,360,1008.869565
30.82052632,26.26631579,31,24.63,85.36842105,36.89473684,9.61,3.6,347,1008.263158
31.88791667,27.58916667,33,24.11,79.125,29.16666667,4.46,3.6,330,1007.916667
